temperature_min;temperature_max;wind_mean;wind_direction;gust_max;phenomenon;pressure_min;pressure_max;humidity_mean;uv_index_mean;moon;moon_direction;date;areal;city;fish;prob_min;prob_max
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;карась;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;линь;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;линь;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;пескарь;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;пескарь;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;ротан;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;ротан;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;плотва;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;плотва;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;красноперка;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;красноперка;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;налим;26,41,48,48,48,42,26,26,26;26,41,48,48,48,42,26,26,26
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;налим;41,48,48,48,42,26,26,26,26;41,48,48,48,42,26,26,26,26
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;густера;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;густера;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;амур;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;амур;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;ерш;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;ерш;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;сазан;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;сазан;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;подуст;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;подуст;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;толстолобик;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;толстолобик;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
6,9,11,10,13,13,12,12,11;17,17,15,14,17,18,16,13,14;2,3,4,4,3,3,4,4,4;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ;9,10,15,13,9,10,14,13,13;ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь;762,763,761,757,753,753,753,753,753;764,764,764,761,756,755,758,758,759;75,73,79,84,89,93,87,84,80;2,2,2,1,1,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Луга;вобла;15,26,32,32,32,29,20,20,20;15,26,32,32,32,29,20,20,20
9,11,10,13,13,12,12,11,9;17,15,14,17,18,16,13,14,13;3,4,4,3,3,4,4,4,2;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,В,ЮЗ,Ю;10,15,13,9,10,14,13,13,10;ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,облачно,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;763,761,757,753,753,753,753,753,758;764,764,761,756,755,758,758,759,764;73,79,84,89,93,87,84,80,88;2,2,1,1,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Луга;вобла;26,32,32,32,29,20,20,20,20;26,32,32,32,29,20,20,20,20
8,8,11,11,12,13,12,12,11;16,17,17,14,16,16,15,13,14;2,4,5,5,4,4,6,5,5;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю;7,9,14,13,8,8,15,11,11;ясно,ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь;767,767,766,761,757,757,757,758,756;768,769,768,765,760,759,761,761,761;78,79,75,79,92,93,88,83,81;2,2,2,1,1,1,1,1,1;100,98,94,89,82,89,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Санкт-Петербург;щука;17,17,17,17,27,27,22,22,22;17,17,17,17,27,27,22,22,22
8,11,11,12,13,12,12,11,8;17,17,14,16,16,15,13,14,12;4,5,5,4,4,6,5,5,3;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю;9,14,13,8,8,15,11,11,9;ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь,ясно;767,766,761,757,757,757,758,756,761;769,768,765,760,759,761,761,761,767;79,75,79,92,93,88,83,81,88;2,2,1,1,1,1,1,1,0;98,94,89,82,89,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Санкт-Петербург;щука;17,17,17,27,27,22,22,22,22;17,17,17,27,27,22,22,22,22
8,8,11,11,12,13,12,12,11;16,17,17,14,16,16,15,13,14;2,4,5,5,4,4,6,5,5;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю;7,9,14,13,8,8,15,11,11;ясно,ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь;767,767,766,761,757,757,757,758,756;768,769,768,765,760,759,761,761,761;78,79,75,79,92,93,88,83,81;2,2,2,1,1,1,1,1,1;100,98,94,89,82,89,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Санкт-Петербург;судак;17,17,17,17,27,27,22,22,22;17,17,17,17,27,27,22,22,22
8,11,11,12,13,12,12,11,8;17,17,14,16,16,15,13,14,12;4,5,5,4,4,6,5,5,3;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю;9,14,13,8,8,15,11,11,9;ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь,ясно;767,766,761,757,757,757,758,756,761;769,768,765,760,759,761,761,761,767;79,75,79,92,93,88,83,81,88;2,2,1,1,1,1,1,1,0;98,94,89,82,89,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Санкт-Петербург;судак;17,17,17,27,27,22,22,22,22;17,17,17,27,27,22,22,22,22
8,8,11,11,12,13,12,12,11;16,17,17,14,16,16,15,13,14;2,4,5,5,4,4,6,5,5;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю;7,9,14,13,8,8,15,11,11;ясно,ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь;767,767,766,761,757,757,757,758,756;768,769,768,765,760,759,761,761,761;78,79,75,79,92,93,88,83,81;2,2,2,1,1,1,1,1,1;100,98,94,89,82,89,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Санкт-Петербург;окунь;17,17,17,17,27,27,22,22,22;17,17,17,17,27,27,22,22,22
8,11,11,12,13,12,12,11,8;17,17,14,16,16,15,13,14,12;4,5,5,4,4,6,5,5,3;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю;9,14,13,8,8,15,11,11,9;ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь,ясно;767,766,761,757,757,757,758,756,761;769,768,765,760,759,761,761,761,767;79,75,79,92,93,88,83,81,88;2,2,1,1,1,1,1,1,0;98,94,89,82,89,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Санкт-Петербург;окунь;17,17,17,27,27,22,22,22,22;17,17,17,27,27,22,22,22,22
8,8,11,11,12,13,12,12,11;16,17,17,14,16,16,15,13,14;2,4,5,5,4,4,6,5,5;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю;7,9,14,13,8,8,15,11,11;ясно,ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь;767,767,766,761,757,757,757,758,756;768,769,768,765,760,759,761,761,761;78,79,75,79,92,93,88,83,81;2,2,2,1,1,1,1,1,1;100,98,94,89,82,89,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Санкт-Петербург;берш;17,17,17,17,27,27,22,22,22;17,17,17,17,27,27,22,22,22
8,11,11,12,13,12,12,11,8;17,17,14,16,16,15,13,14,12;4,5,5,4,4,6,5,5,3;В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю;9,14,13,8,8,15,11,11,9;ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь,ясно;767,766,761,757,757,757,758,756,761;769,768,765,760,759,761,761,761,767;79,75,79,92,93,88,83,81,88;2,2,1,1,1,1,1,1,0;98,94,89,82,89,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Ленинградская область;Санкт-Петербург;берш;17,17,17,27,27,22,22,22,22;17,17,17,27,27,22,22,22,22
8,8,11,11,12,13,12,12,11;16,17,17,14,16,16,15,13,14;2,4,5,5,4,4,6,5,5;В,В,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю;7,9,14,13,8,8,15,11,11;ясно,ясно,ясно,пасмурно.дождь,пасмурно.небольшой дождь,пасмурно.небольшой дождь,малооблачно.небольшой дождь,облачно,пасмурно.небольшой дождь;767,767,766,761,757,757,757,758,756;768,769,768,765,760,759,761,761,761;78,79,75,79,92,93,88,83,81;2,2,2,1,1,1,1,1,1;100,98,94,89,82,89,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Ленинградская область;Санкт-Петербург;речная форель;25,25,25,25,45,46,31,31,31;25,25,25,25,45,46,31,31,31
