temperature_min;temperature_mean;temperature_max;wind_mean;wind_direction;gust_max;phenomenon;pressure_min;pressure_max;humidity_mean;uv_index_mean;moon;moon_direction;date;areal;city;fish;prob_min;prob_max
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;амур;[0.45, 0.4, 0.39, 0.43, 0.39, 0.4, 0.44, 0.41, 0.44];[0.55, 0.56, 0.51, 0.5, 0.5, 0.49, 0.49, 0.49, 0.58]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;амур;[0.4, 0.39, 0.43, 0.39, 0.4, 0.44, 0.41, 0.44, 0.42];[0.56, 0.51, 0.5, 0.5, 0.49, 0.49, 0.49, 0.58, 0.51]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;ерш;[0.48, 0.49, 0.49, 0.45, 0.51, 0.49, 0.5, 0.52, 0.54];[0.77, 0.66, 0.6, 0.55, 0.58, 0.54, 0.56, 0.58, 0.62]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;ерш;[0.49, 0.49, 0.45, 0.51, 0.49, 0.5, 0.52, 0.54, 0.5];[0.66, 0.6, 0.55, 0.58, 0.54, 0.56, 0.58, 0.62, 0.66]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;сазан;[0.41, 0.37, 0.38, 0.33, 0.34, 0.34, 0.33, 0.34, 0.32];[0.6, 0.52, 0.47, 0.41, 0.42, 0.41, 0.37, 0.39, 0.42]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;сазан;[0.37, 0.38, 0.33, 0.34, 0.34, 0.33, 0.34, 0.32, 0.38];[0.52, 0.47, 0.41, 0.42, 0.41, 0.37, 0.39, 0.42, 0.48]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;подуст;[0.49, 0.56, 0.55, 0.6, 0.61, 0.6, 0.6, 0.58, 0.58];[0.79, 0.73, 0.68, 0.67, 0.69, 0.65, 0.64, 0.62, 0.65]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;подуст;[0.56, 0.55, 0.6, 0.61, 0.6, 0.6, 0.58, 0.58, 0.48];[0.73, 0.68, 0.67, 0.69, 0.65, 0.64, 0.62, 0.65, 0.67]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;толстолобик;[0.56, 0.44, 0.39, 0.35, 0.35, 0.35, 0.36, 0.39, 0.4];[0.7, 0.72, 0.46, 0.4, 0.42, 0.41, 0.4, 0.44, 0.5]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;толстолобик;[0.44, 0.39, 0.35, 0.35, 0.35, 0.36, 0.39, 0.4, 0.42];[0.72, 0.46, 0.4, 0.42, 0.41, 0.4, 0.44, 0.5, 0.49]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;вобла;[0.49, 0.52, 0.47, 0.51, 0.53, 0.54, 0.54, 0.57, 0.54];[0.72, 0.63, 0.55, 0.57, 0.57, 0.58, 0.59, 0.61, 0.6]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;вобла;[0.52, 0.47, 0.51, 0.53, 0.54, 0.54, 0.57, 0.54, 0.51];[0.63, 0.55, 0.57, 0.57, 0.58, 0.59, 0.61, 0.6, 0.66]
[16, 13, 15, 13, 14, 13, 16, 16, 14];[17.375, 14.875, 16.625, 16.375, 17.875, 19, 19.75, 18.875, 18.375];[19, 17, 19, 19, 22, 24, 23, 21, 22];[2.75, 4.25, 3.5, 2.5, 2.5, 2, 1.625, 1.75, 1.5];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'ЮЗ'];[17, 10, 10, 8, 8, 6, 7, 8, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно', 'небольшой дождь']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[736, 736, 743, 747, 749, 747, 745, 743, 740];[738, 742, 746, 749, 750, 749, 746, 745, 743];[0.845, 0.89125, 0.81375, 0.8075, 0.75, 0.66875, 0.69375, 0.83375, 0.7225];[1.375, 0.625, 1.125, 1.125, 1.375, 1.875, 1.375, 1.125, 1.125];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Щелково;щука;[0.64, 0.55, 0.53, 0.58, 0.54, 0.52, 0.56, 0.56, 0.58];[0.8, 0.69, 0.62, 0.61, 0.59, 0.6, 0.6, 0.64, 0.61]
[13, 15, 13, 14, 13, 16, 16, 14, 14];[14.875, 16.625, 16.375, 17.875, 19, 19.75, 18.875, 18.375, 15.375];[17, 19, 19, 22, 24, 23, 21, 22, 17];[4.25, 3.5, 2.5, 2.5, 2, 1.625, 1.75, 1.5, 4.125];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'ЮЗ', 'З'];[10, 10, 8, 8, 6, 7, 8, 8, 15];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно', 'небольшой дождь']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[736, 743, 747, 749, 747, 745, 743, 740, 739];[742, 746, 749, 750, 749, 746, 745, 743, 742];[0.89125, 0.81375, 0.8075, 0.75, 0.66875, 0.69375, 0.83375, 0.7225, 0.7887500000000001];[0.625, 1.125, 1.125, 1.375, 1.875, 1.375, 1.125, 1.125, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Щелково;щука;[0.55, 0.53, 0.58, 0.54, 0.52, 0.56, 0.56, 0.58, 0.55];[0.69, 0.62, 0.61, 0.59, 0.6, 0.6, 0.64, 0.61, 0.68]
[16, 13, 15, 13, 14, 13, 16, 16, 14];[17.375, 14.875, 16.625, 16.375, 17.875, 19, 19.75, 18.875, 18.375];[19, 17, 19, 19, 22, 24, 23, 21, 22];[2.75, 4.25, 3.5, 2.5, 2.5, 2, 1.625, 1.75, 1.5];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'ЮЗ'];[17, 10, 10, 8, 8, 6, 7, 8, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно', 'небольшой дождь']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[736, 736, 743, 747, 749, 747, 745, 743, 740];[738, 742, 746, 749, 750, 749, 746, 745, 743];[0.845, 0.89125, 0.81375, 0.8075, 0.75, 0.66875, 0.69375, 0.83375, 0.7225];[1.375, 0.625, 1.125, 1.125, 1.375, 1.875, 1.375, 1.125, 1.125];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Щелково;судак;[0.62, 0.59, 0.53, 0.5, 0.49, 0.51, 0.51, 0.52, 0.51];[0.83, 0.7, 0.65, 0.58, 0.54, 0.57, 0.58, 0.55, 0.65]
[13, 15, 13, 14, 13, 16, 16, 14, 14];[14.875, 16.625, 16.375, 17.875, 19, 19.75, 18.875, 18.375, 15.375];[17, 19, 19, 22, 24, 23, 21, 22, 17];[4.25, 3.5, 2.5, 2.5, 2, 1.625, 1.75, 1.5, 4.125];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'ЮЗ', 'З'];[10, 10, 8, 8, 6, 7, 8, 8, 15];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно', 'небольшой дождь']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[736, 743, 747, 749, 747, 745, 743, 740, 739];[742, 746, 749, 750, 749, 746, 745, 743, 742];[0.89125, 0.81375, 0.8075, 0.75, 0.66875, 0.69375, 0.83375, 0.7225, 0.7887500000000001];[0.625, 1.125, 1.125, 1.375, 1.875, 1.375, 1.125, 1.125, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Щелково;судак;[0.59, 0.53, 0.5, 0.49, 0.51, 0.51, 0.52, 0.51, 0.49];[0.7, 0.65, 0.58, 0.54, 0.57, 0.58, 0.55, 0.65, 0.65]
[16, 13, 15, 13, 14, 13, 16, 16, 14];[17.375, 14.875, 16.625, 16.375, 17.875, 19, 19.75, 18.875, 18.375];[19, 17, 19, 19, 22, 24, 23, 21, 22];[2.75, 4.25, 3.5, 2.5, 2.5, 2, 1.625, 1.75, 1.5];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'ЮЗ'];[17, 10, 10, 8, 8, 6, 7, 8, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно', 'небольшой дождь']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[736, 736, 743, 747, 749, 747, 745, 743, 740];[738, 742, 746, 749, 750, 749, 746, 745, 743];[0.845, 0.89125, 0.81375, 0.8075, 0.75, 0.66875, 0.69375, 0.83375, 0.7225];[1.375, 0.625, 1.125, 1.125, 1.375, 1.875, 1.375, 1.125, 1.125];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Щелково;окунь;[0.68, 0.57, 0.51, 0.54, 0.55, 0.55, 0.57, 0.53, 0.53];[0.83, 0.78, 0.68, 0.64, 0.6, 0.6, 0.67, 0.61, 0.62]
[13, 15, 13, 14, 13, 16, 16, 14, 14];[14.875, 16.625, 16.375, 17.875, 19, 19.75, 18.875, 18.375, 15.375];[17, 19, 19, 22, 24, 23, 21, 22, 17];[4.25, 3.5, 2.5, 2.5, 2, 1.625, 1.75, 1.5, 4.125];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'ЮЗ', 'З'];[10, 10, 8, 8, 6, 7, 8, 8, 15];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно', 'небольшой дождь']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[736, 743, 747, 749, 747, 745, 743, 740, 739];[742, 746, 749, 750, 749, 746, 745, 743, 742];[0.89125, 0.81375, 0.8075, 0.75, 0.66875, 0.69375, 0.83375, 0.7225, 0.7887500000000001];[0.625, 1.125, 1.125, 1.375, 1.875, 1.375, 1.125, 1.125, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Щелково;окунь;[0.57, 0.51, 0.54, 0.55, 0.55, 0.57, 0.53, 0.53, 0.58];[0.78, 0.68, 0.64, 0.6, 0.6, 0.67, 0.61, 0.62, 0.69]
